               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 477,            0.044874,           0.0053493,           0.0091708,             0.86195,             0.56203,             0.65219,             0.42953,             0.05433,           0.0069033,            0.014526,           0.0005752,           0.0005752,           0.0005752
                 478,            0.045049,           0.0051816,           0.0089331,              0.8618,             0.56603,             0.65178,             0.42924,            0.054335,            0.006906,            0.014526,           0.0005554,           0.0005554,           0.0005554
                 479,            0.045301,           0.0053032,           0.0089922,             0.84997,             0.57163,             0.65274,             0.42968,            0.054336,           0.0069076,            0.014525,           0.0005356,           0.0005356,           0.0005356
                 480,             0.04394,           0.0050278,           0.0088605,             0.84973,             0.57127,             0.65493,              0.4311,             0.05434,           0.0069096,            0.014525,           0.0005158,           0.0005158,           0.0005158
                 481,            0.044814,           0.0051147,           0.0089377,             0.85217,             0.57063,             0.65208,             0.42905,            0.054342,           0.0069112,            0.014524,            0.000496,            0.000496,            0.000496
                 482,            0.044716,           0.0052338,           0.0088565,             0.85291,             0.57058,             0.65191,             0.42878,             0.05435,           0.0069136,            0.014525,           0.0004762,           0.0004762,           0.0004762
                 483,            0.044158,           0.0051021,           0.0087469,             0.85271,             0.57073,             0.65177,             0.42855,            0.054354,           0.0069153,            0.014526,           0.0004564,           0.0004564,           0.0004564
                 484,            0.042206,           0.0049323,           0.0083449,             0.85389,             0.57058,             0.65429,             0.42993,            0.054357,           0.0069172,            0.014526,           0.0004366,           0.0004366,           0.0004366
                 485,            0.044898,           0.0052013,           0.0094293,             0.85408,             0.57051,             0.65438,             0.42988,            0.054356,           0.0069182,            0.014527,           0.0004168,           0.0004168,           0.0004168
                 486,            0.042961,           0.0050162,           0.0088454,             0.85525,             0.56996,             0.65429,             0.42981,             0.05436,           0.0069203,            0.014527,            0.000397,            0.000397,            0.000397
                 487,            0.045245,           0.0051807,           0.0089066,             0.85504,             0.56956,             0.65137,             0.42764,            0.054363,            0.006922,            0.014528,           0.0003772,           0.0003772,           0.0003772
                 488,            0.044635,           0.0051311,           0.0088584,             0.85646,             0.56907,             0.65126,              0.4275,            0.054365,           0.0069241,            0.014528,           0.0003574,           0.0003574,           0.0003574
                 489,            0.043205,           0.0052183,           0.0085679,             0.85746,             0.56865,             0.65125,             0.42787,            0.054367,           0.0069256,             0.01453,           0.0003376,           0.0003376,           0.0003376
                 490,            0.044117,           0.0050551,           0.0087311,             0.85823,             0.56806,             0.65328,             0.42813,            0.054372,           0.0069275,            0.014532,           0.0003178,           0.0003178,           0.0003178
                 491,            0.043714,           0.0050396,           0.0088763,             0.85926,             0.56747,             0.65351,             0.42838,            0.054373,           0.0069289,            0.014532,            0.000298,            0.000298,            0.000298
                 492,             0.04359,           0.0047959,            0.008608,             0.85977,             0.56695,             0.65326,             0.42842,            0.054376,           0.0069313,            0.014533,           0.0002782,           0.0002782,           0.0002782
                 493,            0.043446,            0.004839,            0.008476,             0.86131,             0.56657,              0.6538,             0.42849,            0.054373,           0.0069331,            0.014534,           0.0002584,           0.0002584,           0.0002584
                 494,            0.045044,           0.0049887,           0.0089553,             0.86198,             0.56608,             0.65365,             0.42864,            0.054375,           0.0069352,            0.014536,           0.0002386,           0.0002386,           0.0002386
                 495,            0.042124,           0.0046805,           0.0082469,             0.86356,             0.56564,             0.65368,             0.42839,             0.05437,           0.0069362,            0.014536,           0.0002188,           0.0002188,           0.0002188
                 496,            0.043897,           0.0050323,           0.0087665,             0.86318,             0.56577,             0.65345,             0.42848,            0.054369,            0.006938,            0.014537,            0.000199,            0.000199,            0.000199
                 497,             0.04167,           0.0049845,           0.0081862,             0.86534,             0.56489,             0.65317,             0.42813,            0.054365,           0.0069393,            0.014539,           0.0001792,           0.0001792,           0.0001792
                 498,            0.043187,           0.0047666,           0.0083246,             0.86624,             0.56477,             0.65313,             0.42958,            0.054365,           0.0069413,             0.01454,           0.0001594,           0.0001594,           0.0001594
                 499,            0.042475,           0.0049246,           0.0084072,             0.86274,             0.56658,              0.6533,             0.42978,            0.054362,           0.0069423,            0.014542,           0.0001396,           0.0001396,           0.0001396
